,ChEMBL ID,Name,SMILES,Molecular Weight,LogP,HBA,HBD,TPSA,Protein
1967,CHEMBL443447,,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(-c2ccc(Cl)cc2)c1)c1ccccc1,582.14,5.95,4.0,4.0,90.46,BACE1
1968,CHEMBL518294,,C#Cc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,495.62,3.61,4.0,4.0,90.46,BACE1
1969,CHEMBL463865,,Cc1cc2c(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC3CC3)cc(C(=O)N[C@H](C)c3ccccc3)cc2o1,525.65,4.69,5.0,4.0,103.60,BACE1
1970,CHEMBL450801,,C[C@@H](NC(=O)c1cc(C#Cc2ccccc2)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)c1ccccc1,571.72,5.03,4.0,4.0,90.46,BACE1
1971,CHEMBL449578,,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(-c2cn(Cc3ccccc3)nn2)c1)c1ccccc1,628.78,4.94,7.0,4.0,121.17,BACE1
1972,CHEMBL482371,,C[C@@H](NC(=O)c1cc(O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)c1ccccc1,487.60,3.34,5.0,5.0,110.69,BACE1
1973,CHEMBL443087,,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N2CCCS2(=O)=O)c1)c1ccccc1,590.75,3.17,6.0,4.0,127.84,BACE1
1974,CHEMBL473652,,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(-c2ccsc2)c1)c1ccccc1,553.73,5.36,5.0,4.0,90.46,BACE1
1975,CHEMBL479421,,COc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,501.63,3.64,5.0,4.0,99.69,BACE1
1976,CHEMBL469117,,Cc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1NS(C)(=O)=O,354.44,3.57,5.0,2.0,83.98,BACE1
1977,CHEMBL451360,,CS(=O)(=O)Nc1cccc(Nc2cc(-c3ccccc3)ncn2)c1,340.41,3.26,5.0,2.0,83.98,BACE1
1978,CHEMBL461660,,CS(=O)(=O)Nc1cc(Nc2cc(-c3ccccc3)ncn2)ccc1Cl,374.85,3.91,5.0,2.0,83.98,BACE1
1979,CHEMBL511187,,CS(=O)(=O)Nc1cc(Nc2cc(-c3ccccc3)ncn2)ccc1Br,419.30,4.02,5.0,2.0,83.98,BACE1
1980,CHEMBL461866,,CS(=O)(=O)Nc1cc(Nc2cc(-c3ccccc3)ncn2)ccc1F,358.40,3.40,5.0,2.0,83.98,BACE1
1981,CHEMBL461867,,COc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1NS(C)(=O)=O,370.43,3.27,6.0,2.0,93.21,BACE1
1982,CHEMBL467003,,CS(=O)(=O)Nc1cc(Nc2cc(-c3ccccc3)ncn2)ccc1-c1ccccc1,416.51,4.93,5.0,2.0,83.98,BACE1
1983,CHEMBL467216,,C=CCc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1NS(C)(=O)=O,380.47,3.99,5.0,2.0,83.98,BACE1
1984,CHEMBL446536,,O=[N+]([O-])c1cc(Nc2cc(-c3ccccc3)ncn2)ccc1Br,371.19,4.56,5.0,1.0,80.95,BACE1
1985,CHEMBL466383,,Nc1cc(Nc2cc(-c3ccccc3)ncn2)ccc1Br,341.21,4.23,4.0,2.0,63.83,BACE1
1986,CHEMBL444170,,CC(=O)Nc1cc(Nc2cc(-c3ccccc3)ncn2)ccc1C,318.38,4.15,4.0,2.0,66.91,BACE1
1987,CHEMBL512297,,Cc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1N(C)S(C)(=O)=O,368.46,3.59,5.0,1.0,75.19,BACE1
1988,CHEMBL467635,,Cc1ccc(Nc2cc(-c3ccc(N(C)C)cc3)ncn2)cc1NS(C)(=O)=O,397.50,3.63,6.0,2.0,87.22,BACE1
1989,CHEMBL467636,,Cc1ccc(Nc2cc(-c3ccccc3C)ncn2)cc1NS(C)(=O)=O,368.46,3.88,5.0,2.0,83.98,BACE1
1990,CHEMBL513842,,Cc1ccc(Nc2cc(-c3ccc(-c4ccccc4)cc3)ncn2)cc1NS(C)(=O)=O,430.53,5.23,5.0,2.0,83.98,BACE1
1991,CHEMBL511390,,Cc1ccc(Nc2cc(-c3ccc(CCCO)cc3)ncn2)cc1NS(C)(=O)=O,412.52,3.49,6.0,3.0,104.21,BACE1
1992,CHEMBL467014,,Cc1ccc(Nc2cc(-c3ccc4c(c3)OCCO4)ncn2)cc1NS(C)(=O)=O,412.47,3.34,7.0,2.0,102.44,BACE1
1993,CHEMBL465988,,Cc1ccc(Nc2cc(-c3ccccc3N(C)C)ncn2)cc1NS(C)(=O)=O,397.50,3.63,6.0,2.0,87.22,BACE1
1994,CHEMBL461606,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)CCC(C)C,487.75,3.49,5.0,4.0,107.53,BACE1
1995,CHEMBL461607,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCC(C)C,427.63,2.76,4.0,4.0,107.53,BACE1
1996,CHEMBL461814,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)CCC(C)C,441.66,3.10,4.0,3.0,98.74,BACE1
1997,CHEMBL461815,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCC(=O)N[C@@H](C)C(=O)N1,425.61,2.66,4.0,4.0,107.53,BACE1
1998,CHEMBL490304,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCC(=O)N[C@@H](C)C(=O)N1,439.64,3.05,4.0,4.0,107.53,BACE1
1999,CHEMBL522778,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCCCCCC(=O)N[C@@H](C)C(=O)N1,425.61,2.80,4.0,4.0,107.53,BACE1
2000,CHEMBL490305,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCCC(=O)N[C@@H](C)C(=O)N1,453.67,3.44,4.0,4.0,107.53,BACE1
2001,CHEMBL455207,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCCCC(=O)N[C@@H](C)C(=O)N1,467.70,3.83,4.0,4.0,107.53,BACE1
2002,CHEMBL461603,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCC(=O)N(C)[C@@H](C)C(=O)N1,453.67,3.39,4.0,3.0,98.74,BACE1
2003,CHEMBL461602,,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N1,467.70,3.78,4.0,3.0,98.74,BACE1
2004,CHEMBL500555,,CCn1cnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,593.65,4.69,6.0,3.0,99.49,BACE1
2005,CHEMBL445734,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c(F)c(N2CCCC2=O)c1,586.63,4.89,5.0,4.0,93.70,BACE1
2006,CHEMBL501927,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1OC,648.75,4.57,7.0,4.0,120.00,BACE1
2007,CHEMBL448592,,CCn1ncc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,593.65,4.69,6.0,3.0,99.49,BACE1
2008,CHEMBL447220,,CCc1c[nH]c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc12,592.66,5.37,4.0,4.0,97.46,BACE1
2009,CHEMBL501338,,CCn1ccc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,592.66,5.30,5.0,3.0,86.60,BACE1
2010,CHEMBL508753,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1C,632.75,4.87,6.0,4.0,110.77,BACE1
2011,CHEMBL510798,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,646.78,5.29,6.0,4.0,110.77,BACE1
2012,CHEMBL449938,,CCn1nnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,594.64,4.09,7.0,3.0,112.38,BACE1
2013,CHEMBL508663,,CCc1cn(C)c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc12,606.69,5.38,5.0,3.0,86.60,BACE1
2014,CHEMBL502289,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cncc(C#N)c2)cc(N2CCCCS2(=O)=O)c1,576.72,2.81,8.0,4.0,147.45,BACE1
2015,CHEMBL453841,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1C,582.67,5.06,5.0,4.0,93.70,BACE1
2016,CHEMBL447120,,CCc1coc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc12,593.65,5.63,5.0,3.0,94.81,BACE1
2017,CHEMBL443509,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1OC,598.67,4.76,6.0,4.0,102.93,BACE1
2018,CHEMBL501958,,CCc1ccnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc12,604.67,5.43,5.0,3.0,94.56,BACE1
2019,CHEMBL448939,,CCn1c(=O)[nH]c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(OC)c3)cc21,571.68,2.98,7.0,4.0,128.69,BACE1
2020,CHEMBL460835,,CCn1ccc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC(C)(C)c3cccc(OC)c3)cc21,582.75,5.02,6.0,3.0,95.83,BACE1
2021,CHEMBL510737,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(c3ccccc3)CCN2)c1,592.73,4.72,5.0,3.0,84.91,BACE1
2022,CHEMBL476216,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(Cc3ccccc3Cl)CCN2)c1,641.20,5.36,5.0,3.0,84.91,BACE1
2023,CHEMBL455237,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(Cc3ccccc3C#N)CCN2)c1,631.77,4.58,6.0,3.0,108.70,BACE1
2024,CHEMBL445721,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3OC)C2=O)c1,650.77,4.25,6.0,3.0,111.21,BACE1
2025,CHEMBL507571,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(CC3CC3)C2=O)c1,584.71,3.45,5.0,3.0,101.98,BACE1
2026,CHEMBL507330,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(CC(C)C)C2=O)c1,586.72,3.69,5.0,3.0,101.98,BACE1
2027,CHEMBL451218,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(CCC)C2=O)c1,572.70,3.45,5.0,3.0,101.98,BACE1
2028,CHEMBL521912,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(CC)C2=O)c1,558.67,3.06,5.0,3.0,101.98,BACE1
2029,CHEMBL522924,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(C)C2=O)c1,544.64,2.67,5.0,3.0,101.98,BACE1
2030,CHEMBL489052,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCNC2=O)c1,530.62,2.33,5.0,4.0,110.77,BACE1
2031,CHEMBL502121,,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)CN(CCC)C1=O,585.70,2.53,5.0,3.0,105.22,BACE1
2032,CHEMBL508095,,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)N(C(C)C)C1=O,571.67,2.28,5.0,3.0,105.22,BACE1
2033,CHEMBL491660,,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)N(CC)C1=O,557.64,1.89,5.0,3.0,105.22,BACE1
2034,CHEMBL521794,,COCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)CC1=O,544.60,0.85,6.0,3.0,111.21,BACE1
2035,CHEMBL442847,,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@@H]1NCCN(Cc2ccccc2)C1=O)C1CC(=O)N(Cc2ccccc2)C1,576.64,2.40,5.0,3.0,101.98,BACE1
2036,CHEMBL491659,,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@@H]1NCCN(Cc2ccccc2)C1=O)C1CC(=O)N(CC2CC2)C1,540.61,1.61,5.0,3.0,101.98,BACE1
2037,CHEMBL445693,,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)[C@@H](Cc2ccccc2)C1=O,632.75,3.47,5.0,3.0,101.98,BACE1
2038,CHEMBL522803,,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)[C@@H](CC)C1=O,556.65,2.60,5.0,3.0,101.98,BACE1
2039,CHEMBL454795,,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)[C@@H](CC)C1=O,570.68,2.64,5.0,3.0,101.98,BACE1
2040,CHEMBL491265,,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)CC1=O,528.60,1.96,5.0,3.0,101.98,BACE1
2041,CHEMBL491071,,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)CC1=O,542.63,2.00,5.0,3.0,101.98,BACE1
2042,CHEMBL485319,,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)CC1=O,514.57,1.57,5.0,3.0,101.98,BACE1
2043,CHEMBL490463,,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)CC1=O,528.60,1.61,5.0,3.0,101.98,BACE1
2044,CHEMBL511110,,COC[C@H]1CCCN1C(=O)c1cncc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,621.69,2.31,7.0,3.0,124.10,BACE1
2045,CHEMBL453413,,COC[C@H]1CCCN1C(=O)c1cc(OC)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,650.72,2.93,7.0,3.0,120.44,BACE1
2046,CHEMBL451950,,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)c1,620.70,3.18,6.0,3.0,111.21,BACE1
2047,CHEMBL510659,,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,634.72,3.23,6.0,3.0,111.21,BACE1
2048,CHEMBL507651,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)c1,606.71,4.20,5.0,3.0,101.98,BACE1
2049,CHEMBL509210,,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,620.74,4.24,5.0,3.0,101.98,BACE1
2050,CHEMBL504438,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1.O=CO,664.75,4.56,6.0,4.0,110.77,BACE1
2051,CHEMBL493984,,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC)cc13)N(C)S(=O)(=O)CC2.O=CO,530.65,1.90,6.0,3.0,103.67,BACE1
2052,CHEMBL523193,,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CC4)cc13)N(C)S(=O)(=O)CC2,510.66,2.44,6.0,3.0,103.67,BACE1
2053,CHEMBL500275,,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC(C)(C)CCCC(C)C)cc13)N(C)S(=O)(=O)CC2.O=CO,642.86,4.88,6.0,3.0,103.67,BACE1
2054,CHEMBL504197,,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CCCCC4)cc13)N(C)S(=O)(=O)CC2.O=CO,598.77,3.61,6.0,3.0,103.67,BACE1
2055,CHEMBL448945,,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCc4ccccc4)cc13)N(C)S(=O)(=O)CC2.O=CO,606.75,3.48,6.0,3.0,103.67,BACE1
2056,CHEMBL446972,,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCc4cccc(C(F)(F)F)c4)cc13)N(C)S(=O)(=O)CC2.O=CO,674.74,4.49,6.0,3.0,103.67,BACE1
2057,CHEMBL493807,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC)cc(N2CCCCS2(=O)=O)c1.Cl,511.09,1.97,6.0,4.0,110.77,BACE1
2058,CHEMBL493637,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N2CCCCS2(=O)=O)c1.O=CO,546.69,2.50,6.0,4.0,110.77,BACE1
2059,CHEMBL501068,,CC(=O)O.CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)CCCC(C)C)cc(N2CCCCS2(=O)=O)c1,646.89,4.94,6.0,4.0,110.77,BACE1
2060,CHEMBL454420,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCCCC2)cc(N2CCCCS2(=O)=O)c1.O=CO,588.77,3.67,6.0,4.0,110.77,BACE1
2061,CHEMBL510865,,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2ccccc2)cc(N2CCCCS2(=O)=O)c1.O=CO,596.75,3.54,6.0,4.0,110.77,BACE1
2062,CHEMBL521845,,Cc1ccccc1-c1cccc(CN2CCC3(CC2)C(NC2CCCCC2)=NC(=O)N3c2cccc(F)c2)c1,524.68,7.10,3.0,1.0,47.94,BACE1
2063,CHEMBL522878,,O=C1N=C(NC2CCCCC2)C2(CCN(Cc3cccc(-c4ccccc4)c3)CC2)N1c1cccc(F)c1,510.66,6.79,3.0,1.0,47.94,BACE1
2064,CHEMBL495087,,CC(=O)Nc1ccc(CN2CCC3(CC2)C(NC2CCCCC2)=NC(=O)N3c2cccc(F)c2)cc1,491.61,5.08,4.0,2.0,77.04,BACE1
2065,CHEMBL495086,,O=C1N=C(NC2CCCCC2)C2(CCN(c3ccc(F)cc3)CC2)N1c1cccc(F)c1,438.52,5.26,3.0,1.0,47.94,BACE1
2066,CHEMBL1203968,,Cl.Cl.O=C1N=C(NC2CCCCC2)C2(CCNCC2)N1c1cccc(F)c1,417.36,3.21,3.0,2.0,56.73,BACE1
2067,CHEMBL492248,,CC(=O)Nc1ccc(N2C(=O)N=C(NC3CCCCC3)C23CCN(Cc2ccccc2)CC3)cc1,473.62,4.94,4.0,2.0,77.04,BACE1
2068,CHEMBL493475,,O=C1N=C(NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1c1cccc(F)c1,434.56,5.12,3.0,1.0,47.94,BACE1
2069,CHEMBL493474,,O=C1N=C(NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1Cc1ccccc1,430.60,4.98,3.0,1.0,47.94,BACE1
2070,CHEMBL521824,,CC(C)(C)CCN1C(=O)N=C(NC2CCCCC2)C12CCN(Cc1ccccc1)CC2,424.63,5.21,3.0,1.0,47.94,BACE1
2071,CHEMBL493274,,O=C1N=C(NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1,340.47,3.07,3.0,2.0,56.73,BACE1
2072,CHEMBL495292,,O=C1N=C(NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1c1ccccc1,416.57,4.98,3.0,1.0,47.94,BACE1
2073,CHEMBL243148,SOPHORAFLAVANONE G,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,424.49,5.31,6.0,4.0,107.22,BACE1
2074,CHEMBL496451,,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1OC)CC2=O,452.55,5.91,6.0,2.0,85.22,BACE1
2075,CHEMBL455667,KURARINOL,C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,456.54,4.80,7.0,4.0,116.45,BACE1
2076,CHEMBL455679,KUSHENOL A,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O,408.49,5.60,5.0,3.0,86.99,BACE1
2077,CHEMBL453642,LEACHIANONE A,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1OC)CC2=O,438.52,5.61,6.0,3.0,96.22,BACE1
2078,CHEMBL509486,KUSHENOL T,C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O,426.51,4.80,6.0,4.0,107.22,BACE1
2079,CHEMBL492828,ISOXANTHOHUMOL,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,354.40,4.32,5.0,2.0,75.99,BACE1
2080,CHEMBL243796,KURARINONE,C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,438.52,5.61,6.0,3.0,96.22,BACE1
2081,CHEMBL62083,,Nc1nccc2ccccc12,144.18,1.82,2.0,1.0,38.91,BACE1
2082,CHEMBL448501,,COC(=O)c1ccc(CNC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](COc2cc(F)cc(F)c2)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)cc1,837.98,3.61,11.0,6.0,210.49,BACE1
2083,CHEMBL448303,,CC(C)[C@H](NC(=O)C[C@@H](O)[C@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(C(=O)O)cc1,829.97,3.80,9.0,6.0,220.54,BACE1
2084,CHEMBL443909,,CC(C)[C@H](NC(=O)C[C@H](O)[C@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(C(=O)O)cc1,829.97,3.80,9.0,6.0,220.54,BACE1
2085,CHEMBL506759,,CC(C)[C@H](NC(=O)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(C(=O)O)cc1,865.95,4.07,9.0,6.0,220.54,BACE1
2086,CHEMBL444121,,CC(C)[C@H](NC(=O)C[C@H](O)[C@H](COc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(C(=O)O)cc1,815.95,3.66,9.0,6.0,220.54,BACE1
2087,CHEMBL450491,,CC(C)[C@H](NC(=O)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(C(=O)O)cc1,851.93,3.94,9.0,6.0,220.54,BACE1
2088,CHEMBL455548,,COC(=O)c1ccc(CNC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](COc2cc(F)cc(F)c2)NC(=O)c2cc(C(=O)N[C@H](C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)C(C)C)cc1,865.95,4.02,10.0,5.0,209.54,BACE1
2089,CHEMBL447563,,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](COc1cc(F)cc(F)c1)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,823.96,3.52,10.0,7.0,221.49,BACE1
2090,CHEMBL443160,,CC(C)[C@H](NC(=O)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cccc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(C(=O)O)cc1,704.75,2.44,8.0,5.0,191.44,BACE1
